Date,Open,High,Low,Close,Volume,MA_20,MA_50,MA_200,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR_14,Williams_R,Volatility,Price_Range,Volume_MA,Volume_Ratio,Momentum,ROC,Support_Level,Resistance_Level,bb_upper,bb_lower,bb_position,bb_squeeze,stoch_k,stoch_d,williams_r,atr,atr_ratio,cci,mfi,obv,obv_ma,obv_signal,price_change,volatility,sentiment_score,sentiment_momentum,sentiment_volatility,sentiment_divergence,volume_ma_ratio,volume_price_trend,volume_weighted_price,price_efficiency,price_momentum,price_reversal,realized_volatility,volatility_ratio,amihud_illiquidity,turnover_ratio,bid_ask_spread
2023-10-17,1173.6417236328125,1175.8591733147746,1166.690340663721,1174.0154552081121,7928180,1170.0414233203467,1209.4038031971324,1285.0516393370472,1166.6567178696946,1179.397096237261,54.394373816669244,-12.740378367566336,-16.001967135483063,3.2615887679167272,1206.3483536856797,1170.0414233203467,1133.7344929550136,0.06206093159044091,0.5547282825589684,69.31824699963583,59.09093786133434,15.075624775489732,-30.681753000364164,0.009005265505752412,0.00780980574862053,12932305.8,0.6130523143057752,12.980968483836023,1.118051929745887,1143.6185337391562,1221.354787003095,1206.3483536856797,1133.7344929550136,0.5547282825589684,0.06206093159044091,69.31824699963583,59.09093786133434,-30.681753000364168,15.075624775489732,0.01284107863198219,15.54488973697678,53.30176422265937,137984726.0,137706162.4,0.0020228840535897034,0.0046908494712749604,0.009005265505752412,0.269065468831127,0.25895876090596637,0.09860805380069228,0.010106707925160607,0.6130523143057752,37189.898961172716,1165.5490907797405,0.5209007406032087,0.021438933574226215,-0.021438933574226215,0.14295415810997508,0.7263873818100333,0.0005916678823229241,0.6130523143057752,0.00780980574862053
2023-10-18,1158.069580078125,1179.4968571621866,1156.5746537699347,1173.6417291217745,8918320,1167.9285932594348,1208.0608189180339,1285.0516393370472,1167.731336413143,1178.9699347010555,53.02288590653701,-11.23859828791251,-15.049293352503119,3.8106950645906092,1197.2444518301463,1167.9285932594348,1138.6127346887233,0.05020145707520921,0.5974410462610064,68.46598841846931,64.86748626404216,15.527660269947935,-31.534011581530695,0.008756353700807462,0.01953083536779528,13002406.8,0.6858976293527441,23.046837681355782,2.003036677183893,1143.6185337391562,1209.694372637889,1197.2444518301463,1138.6127346887233,0.5974410462610064,0.05020145707520921,68.46598841846931,64.86748626404217,-31.534011581530695,15.527660269947935,0.013230323943548892,19.51319642243586,45.704160355411965,129066406.0,133963493.2,-0.03655538597137748,-0.00031833148761351016,0.008756353700807462,0.16583707918497184,0.26295214034369685,0.10106096578243208,-0.09711506115872501,0.6858976293527441,-2838.98207261332,1169.7769014822763,0.03635434319928801,0.017628438057099904,-0.017628438057099904,0.13900280570433973,0.7108581077603738,3.569410916108753e-05,0.6858976293527441,0.01953083536779528
2023-10-19,1149.1746826171875,1156.9732875998106,1146.6084412009752,1152.089837486595,12032556,1165.161732959301,1206.0663279700304,1285.0516393370472,1165.3249492576338,1176.9751928013116,32.079791598816854,-11.650243543677789,-14.369483383050882,2.7192398393730937,1188.6468737182406,1165.161732959301,1141.6765922003613,0.04031224180233185,0.2216985921676838,22.94203510349444,53.57542350719985,15.394187377146311,-77.05796489650555,0.00945775545215886,0.008996560911818672,10749940.4,1.119313740567343,-3.6127565087549556,-0.31260261312258436,1143.6185337391562,1191.0077479349486,1188.6468737182406,1141.6765922003613,0.2216985921676838,0.04031224180233185,22.94203510349444,53.575423507199865,-77.05796489650555,15.394187377146311,0.013361967857237896,-97.78631946315724,35.5866388350271,117033850.0,132473290.4,-0.11654757237010552,-0.018363262910996436,0.00945775545215886,-0.06090403306219523,0.15059940157642884,0.13800393187987262,-0.2115034346386241,1.119313740567343,-220956.98931928765,1165.5502499637082,1.9416089794122107,-0.013588816809076976,0.013588816809076976,0.15013721332366553,0.7766684967861408,0.0015261315144509974,1.119313740567343,0.008996560911818672
2023-10-20,1145.6617431640625,1153.435286991073,1144.2664542748817,1146.1101723946424,8913312,1163.2943266961552,1203.8827260861756,1285.0516393370472,1162.3688269282393,1174.6850429409171,37.625842483939394,-12.316216012677842,-13.958829905261398,1.6426138925835563,1186.5925072457528,1163.2943266961552,1139.9961461465575,0.04005552165936588,0.13121252612557488,6.944690882313691,32.784238134759136,14.308586262180174,-93.0553091176863,0.008550497344164843,0.007999957540761032,10584296.9,0.8421260367327753,-8.496170526347669,-0.735849978517662,1143.6185337391562,1187.4697890502082,1186.5925072457528,1139.9961461465575,0.13121252612557488,0.04005552165936588,6.94469088231369,32.78423813475915,-93.0553091176863,14.308586262180174,0.01248447715308583,-112.78053623293849,36.58446501759135,108120538.0,131148731.1,-0.17558837898661145,-0.005190276745256073,0.008550497344164843,0.1925106075244658,0.15008860168882462,0.13733638028528306,0.04242200583564118,0.8421260367327753,-46262.5559968119,1161.4728057448795,0.6070146023491954,-0.017093965622440255,0.017093965622440255,0.1357349373514706,0.7110505504255261,0.0005823061893554352,0.8421260367327753,0.007999957540761032
2023-10-23,1127.7723388671875,1149.2245548899484,1123.8108086354716,1141.127037701022,7853962,1161.151598020863,1201.8293651011727,1285.0516393370472,1159.1008567244196,1172.1953873463717,38.042530256409094,-13.094530621952117,-13.785970047348552,0.6914394253964353,1184.321106194669,1161.151598020863,1137.982089847057,0.039907809132412146,0.06786824800882711,31.096171345759814,20.327632443855972,15.205540270654556,-68.90382865424019,0.008558330796833305,0.0222707423580785,10018155.7,0.7839728424264758,-9.01938905490124,-0.7841948507670562,1123.8108086354716,1187.4697890502082,1184.321106194669,1137.982089847057,0.06786824800882711,0.039907809132412146,31.096171345759817,20.327632443855986,-68.90382865424019,15.205540270654556,0.013325019711467432,-163.2706742707777,36.912672711420555,100266576.0,128472634.4,-0.21954915559822913,-0.0043478670843737355,0.008558330796833305,0.12111760461779948,0.13752534541923375,0.13982988129299692,-0.01640774080143427,0.7839728424264758,-34147.982861722114,1157.0548998818774,0.5080274632504861,-0.023454173642672993,0.023454173642672993,0.1358592895574771,0.7208028780287112,0.0005535890146111906,0.7839728424264758,0.0222707423580785
2023-10-25,1125.15625,1136.7419287697721,1117.7065583053281,1121.2196594250643,11620688,1158.651337416692,1199.1782441854928,1285.0516393370472,1153.2729762476179,1168.4139544792476,34.15755107846108,-15.140978231629788,-14.05697168577379,-1.0840065458559973,1187.371353680113,1158.651337416692,1129.931321153271,0.04957490719762971,-0.15166533417500683,5.685522136532244,14.575461454868574,15.638000358076154,-94.31447786346776,0.009042521568161686,0.016977378432879858,9886445.9,1.1754161321006167,-28.154440796462495,-2.449545434426972,1117.7065583053281,1187.4697890502082,1187.371353680113,1129.931321153271,-0.15166533417500683,0.04957490719762971,5.685522136532245,14.575461454868588,-94.31447786346776,15.638000358076154,0.013947311953212594,-211.36712665500687,36.60595535232547,88645888.0,125928247.5,-0.29606033785231545,-0.017445365518692912,0.009042521568161686,-0.08540576593202978,0.06663109846660242,0.1638528850226077,-0.1520368643986322,1.1754161321006167,-202727.14973868852,1145.8893251214838,1.9292589337157087,-0.04497027321815705,0.04497027321815705,0.1435455797657617,0.7712952436338635,0.0015012334483718102,1.1754161321006167,0.016977378432879858
2023-10-26,1109.484375,1125.1810998203457,1106.394885239857,1121.6929387491577,15222534,1156.4699887120332,1196.4621056635679,1285.0516393370472,1148.4145061402648,1164.9485113254932,30.693026617791745,-16.534005185228352,-14.55237838795927,-1.981626797269083,1189.3790325106056,1156.4699887120332,1123.5609449134608,0.05691292315371428,-0.028381349755050193,20.927005259932997,19.236232914075007,16.253766555516904,-79.072994740067,0.009032783315773901,0.016748090258496075,10143183.5,1.5007649225709068,-31.617724780000117,-2.741475109858876,1106.394885239857,1187.4697890502082,1189.3790325106056,1123.5609449134608,-0.028381349755050193,0.05691292315371428,20.927005259932994,19.23623291407502,-79.072994740067,16.253766555516904,0.01449038858499198,-210.15252530664742,38.394055623819625,103868422.0,124649376.4,-0.16671526966419709,0.00042211115379142683,0.009032783315773901,0.38243437996521507,0.10995055862265106,0.17763529755293644,0.272483821342564,1.5007649225709068,6425.601390369224,1134.8217234760214,0.046731017343712475,-0.04426290330652227,0.04426290330652227,0.14339098980162696,0.780553239409259,2.7729361865207648e-05,1.5007649225709068,0.016748090258496075
2023-10-27,1129.0679931640625,1132.9049462180562,1114.193428272988,1116.2116030474801,11771084,1153.8912383970905,1193.5712899620949,1285.0516393370472,1143.460210940888,1161.3339011322255,29.237372210035375,-17.873690191337573,-15.216640751096254,-2.6570494402413196,1190.8946441514308,1153.8912383970905,1116.8878326427503,0.06413673060858488,-0.009137396700178026,13.428800276486722,13.347109224317313,17.136486642715358,-86.57119972351327,0.009005921894948875,0.016763414655413013,10145598.8,1.1602157972183957,-51.74944313583774,-4.430750777600453,1106.394885239857,1187.4697890502082,1190.8946441514308,1116.8878326427503,-0.009137396700178026,0.06413673060858488,13.428800276486722,13.347109224317327,-86.57119972351327,17.136486642715358,0.0153523638313106,-163.99595432703242,36.74669725299273,92097338.0,122195812.2,-0.24631346736119983,-0.004886663285756265,0.009005921894948875,-0.032549972709345926,0.11562137069322094,0.15079238841474682,-0.14817134340256688,1.1602157972183957,-57521.324016353,1127.1144525808777,0.5426055591817905,-0.031141872162840034,0.031141872162840034,0.14296457796543774,0.7885993946438041,0.00041514131457699775,1.1602157972183957,0.016763414655413013
2023-10-30,1152.3389892578125,1158.5678486592062,1131.1359275239868,1133.1541023015204,16813304,1151.1754540596562,1190.9001517772795,1285.0516393370472,1141.874655111382,1159.2441163513718,41.90408056978163,-17.369461239989732,-15.647204850151263,-1.7222563898384688,1185.6914983407844,1151.1754540596562,1116.659409778528,0.05996660918960056,0.23894239427678218,36.60532863613426,23.653711390851317,19.377089244850513,-63.39467136386574,0.008825038167100601,0.024208464744118367,10260346.7,1.6386682138138666,-32.88835985554033,-2.8205113383864417,1106.394885239857,1180.5433475545983,1185.6914983407844,1116.659409778528,0.23894239427678218,0.05996660918960056,36.60532863613426,23.65371139085133,-63.39467136386574,19.377089244850513,0.017100135988118652,-57.63261068091409,45.66892681313243,108910642.0,119856995.9,-0.09132845202571947,0.015178572958553627,0.008825038167100601,0.2867255590318936,0.1344643609947065,0.15760859483290365,0.15226119803718713,1.6386682138138666,255201.96143834153,1126.043551394068,1.7199441714755135,-0.01130438452182303,0.01130438452182303,0.1400931378048088,0.7825962268264216,0.0009027715765178353,1.6386682138138666,0.024208464744118367
2023-10-31,1140.08056640625,1160.062796398939,1137.5890225995513,1160.062796398939,12808438,1150.8316191848214,1188.6072947054677,1285.0516393370472,1144.6728316710182,1159.3048236646316,54.07716120123781,-14.631991993613383,-15.444162278362187,0.8121702847488041,1184.8194271826503,1150.8316191848214,1116.8438111869925,0.05906651751870317,0.6358013028481766,73.4151347054001,41.14975453934036,20.795494514319735,-26.58486529459989,0.009865942969251857,0.019372894182238042,10283667.9,1.2455126054780512,-8.471241535163017,-0.7249460657679825,1106.394885239857,1179.4968571621866,1184.8194271826503,1116.8438111869925,0.6358013028481766,0.05906651751870317,73.4151347054001,41.14975453934037,-26.584865294599894,20.795494514319735,0.01792618001273121,8.324639170840536,53.33396387060701,121719080.0,118775702.2,0.024780975784456333,0.023746720805903676,0.009865942969251857,0.2960686720156007,0.16945457447426673,0.16472991363468856,0.126614097541334,1.2455126054780512,304158.40114572726,1130.6931211078554,2.4069387872920585,0.016593909417891073,-0.016593909417891073,0.15661698927471948,0.8854797113831618,0.0018539903777418975,1.2455126054780512,0.019372894182238042
